post_title,post_id,tag_name,tag_id
"UBS Optimus Foundation",136010,global-health,32541
"Verizon Foundation",135027,global-health,32541
"ViiV Healthcare",136014,global-health,32541
"Vitol Foundation",135032,global-health,32541
"VoLo Foundation",135033,global-health,32541
"VOSS Foundation",135034,global-health,32541
"Wagner Foundation",136174,global-health,32541
"Wallace Genetic Foundation",135791,global-health,32541
"Wallace Global Fund",136193,global-health,32541
"Wellcome Trust",136170,global-health,32541
"WestWind Foundation",135813,global-health,32541
"Zegar Family Foundation",136133,global-health,32541
"The Chan Zuckerberg Initiative",136354,global-health,32541
