post_title,post_id,tag_name,tag_id
"Jennifer Lopez",148210,celebrity-foundations,33374
"Chuck Lorre",148302,celebrity-foundations,33374
"Kevin Love",148295,celebrity-foundations,33374
"Hobson/Lucas Family Foundation",188088,celebrity-foundations,33374
"David Lynch",148217,celebrity-foundations,33374
"Michael and Jamie Lynton",148265,celebrity-foundations,33374
"Seth MacFarlane",148316,celebrity-foundations,33374
"Madonna",148191,celebrity-foundations,33374
"Greg and Sharon Maffei",148285,celebrity-foundations,33374
"Gary Magness Family Foundation",144455,celebrity-foundations,33374
"Malone Family Foundation",135880,celebrity-foundations,33374
"Steve Martin",148247,celebrity-foundations,33374
"Maurer Family Foundation",135691,celebrity-foundations,33374
"Mays Family Foundation",144512,celebrity-foundations,33374
"Paul McCartney",148221,celebrity-foundations,33374
"McCombs Foundation",144549,celebrity-foundations,33374
"Matthew and Camila McConaughey",148190,celebrity-foundations,33374
"McCune Foundation",145242,celebrity-foundations,33374
"Luigi Caiola and Sean McGill",148183,celebrity-foundations,33374
"Vincent and Linda McMahon",148309,celebrity-foundations,33374
"The Barry and Wendy Meyer Charitable Foundation",145186,celebrity-foundations,33374
"Lorne and Alice Michaels",148269,celebrity-foundations,33374
"Bette Midler",148261,celebrity-foundations,33374
"Arnon Milchan",148141,celebrity-foundations,33374
"Lin-Manuel Miranda and Vanessa Nadal",148228,celebrity-foundations,33374
"Moss Foundation",144718,celebrity-foundations,33374
"Mourning Family Foundation",144755,celebrity-foundations,33374
"Quadrivium",135992,celebrity-foundations,33374
"Rupert Murdoch",148229,celebrity-foundations,33374
"Marc and Jane Nathanson",148142,celebrity-foundations,33374
"Gabe Newell",148171,celebrity-foundations,33374
"N. J. Nicholas Jr.",148179,celebrity-foundations,33374
"The Dirk Nowitzki Foundation",144349,celebrity-foundations,33374
"Bill O&#8217;Reilly",148331,celebrity-foundations,33374
"Mo Ostin",148180,celebrity-foundations,33374
"Richard and Laura Parsons",148206,celebrity-foundations,33374
"James Patterson",148175,celebrity-foundations,33374
"Chris and Jada Paul",148166,celebrity-foundations,33374
"Sean Penn",148170,celebrity-foundations,33374
"Isaac and Laura Perlmutter",148194,celebrity-foundations,33374
"Tyler Perry",148214,celebrity-foundations,33374
"Brad Pitt",148313,celebrity-foundations,33374
"Robert and Veronique Choa Pittman",148322,celebrity-foundations,33374
"Wolfgang Puck",148195,celebrity-foundations,33374
"Jack Rehm",148172,celebrity-foundations,33374
"Rob and Michele Reiner",148267,celebrity-foundations,33374
"Shonda Rhimes",148299,celebrity-foundations,33374
"Lionel Richie",148333,celebrity-foundations,33374
"Clara Lionel Foundation",136197,celebrity-foundations,33374
"Tony and Sage Robbins",148156,celebrity-foundations,33374
"Brian and Aileen Roberts",148122,celebrity-foundations,33374
"Nora Roberts",148319,celebrity-foundations,33374
"David and Valerie Robinson",148290,celebrity-foundations,33374
"Shaun Robinson",148178,celebrity-foundations,33374
"Jalen and Molly Qerim Rose",148174,celebrity-foundations,33374
"Rosenthal Family Foundation",136056,celebrity-foundations,33374
"Diana Ross",148327,celebrity-foundations,33374
"Saban Family Foundation",136136,celebrity-foundations,33374
"Carole Bayer Sager and Bob Daly",148326,celebrity-foundations,33374
"Marcus Samuelsson",148270,celebrity-foundations,33374
"Susan Sarandon",148308,celebrity-foundations,33374
"Martin Scorsese",148328,celebrity-foundations,33374
"Jeffrey Seller and Josh Lehrer",148306,celebrity-foundations,33374
"Shakira",148176,celebrity-foundations,33374
"M. Night Shyamalan Foundation",135130,celebrity-foundations,33374
"Russell Simmons",148201,celebrity-foundations,33374
"Bui Simon",148293,celebrity-foundations,33374
"Paul Simon",148185,celebrity-foundations,33374
"Holtzman Family Foundation",144881,celebrity-foundations,33374
"Will and Jada Pinkett Smith",148202,celebrity-foundations,33374
"Edward W. Snowdon Jr.",148245,celebrity-foundations,33374
"Ian Somerhalder",148241,celebrity-foundations,33374
"Bruce Springsteen",148272,celebrity-foundations,33374
"Danielle Steel",148254,celebrity-foundations,33374
"Ben Stiller",148307,celebrity-foundations,33374
"Sting and Trudie Styler",148192,celebrity-foundations,33374
"David Stone",148143,celebrity-foundations,33374
"Meryl Streep",148224,celebrity-foundations,33374
"Stuntz Family Foundation",145024,celebrity-foundations,33374
"Tim Sweeney",148294,celebrity-foundations,33374
"Taylor Swift",148519,celebrity-foundations,33374
"Jayson Tatum",148173,celebrity-foundations,33374
"Margaretta Taylor",148139,celebrity-foundations,33374
"Tim Tebow",148283,celebrity-foundations,33374
"Steve Tisch",148320,celebrity-foundations,33374
"Kenneth and Lisa Troutt",148163,celebrity-foundations,33374
"Thomas and Alba Tull",148230,celebrity-foundations,33374
"Ted Turner",148121,celebrity-foundations,33374
"Dwyane Wade and Gabrielle Union",148186,celebrity-foundations,33374
"John Wall",148177,celebrity-foundations,33374
"Barbara Walters",148300,celebrity-foundations,33374
"Denzel Washington",148332,celebrity-foundations,33374
"Sam and Lynn Waterston",148260,celebrity-foundations,33374
"Thomas C. Werner",148164,celebrity-foundations,33374
"The Wertheimer Foundation",144445,celebrity-foundations,33374
"Kanye West",148439,celebrity-foundations,33374
"Russell Westbrook",148287,celebrity-foundations,33374
"Oprah Winfrey",148440,celebrity-foundations,33374
"Margo and Irwin Winkler Charitable Foundation",144401,celebrity-foundations,33374
"Kate Winslet",148196,celebrity-foundations,33374
"Dick Wolf",148146,celebrity-foundations,33374
"Kerry and Sarah Wood, Wood Family Foundation",148266,celebrity-foundations,33374
"Tiger Woods",148296,celebrity-foundations,33374
"Bob Woodruff Foundation",202279,celebrity-foundations,33374
"Trae Young",148120,celebrity-foundations,33374
"Robert and Leslie Zemeckis",148325,celebrity-foundations,33374
"Mortimer B. Zuckerman",148251,celebrity-foundations,33374
